revision id, username, article size after edit (bytes),change in article size from edit (bytes), time of edit (seconds from first edit),time since last edit (seconds), URL to view diff, comments associated with edit,,,,,,,,,,,,,,,,,
301244705,Julesd,42613,-7,223040692,305024,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=301244705&oldid=300550150,/* Pathogenesis */,,,,,,,,,,,,,,,,,
301245296,Julesd,42612,-1,223040927,235,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=301245296&oldid=301244705,/* Prevalence */,,,,,,,,,,,,,,,,,
301247974,Julesd,42608,-4,223041995,1068,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=301247974&oldid=301245296,/* Recent cases */,,,,,,,,,,,,,,,,,
301335913,195.197.133.173,42608,0,223086805,44810,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=301335913&oldid=301247974,/* Diagnosis */,,,,,,,,,,,,,,,,,
301373800,Ettrig,42609,1,223107649,20844,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=301373800&oldid=301335913,celluar -> cellular,,,,,,,,,,,,,,,,,
302558061,Miss Madeline,42609,0,223687048,579399,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=302558061&oldid=301373800,/* Structure */ sp.,,,,,,,,,,,,,,,,,
303370900,204.85.28.233,42621,12,224069036,381988,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=303370900&oldid=302558061,/* Life cycle */,,,,,,,,,,,,,,,,,
303726605,88.105.248.156,42642,21,224224957,155921,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=303726605&oldid=303370900,,,,,,,,,,,,,,,,,,
303728338,Graham Beards,42621,-21,224225731,774,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=303728338&oldid=303726605,Reverted 1 edit by [[Special:Contributions/88.105.248.156|88.105.248.156]]. ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
303746328,70.99.177.50,42641,20,224232952,7221,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=303746328&oldid=303728338,/* Life cycle */,,,,,,,,,,,,,,,,,
303746373,ClueBot,42621,-20,224232964,12,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=303746373&oldid=303746328,Reverting possible vandalism by [[Special:Contributions/70.99.177.50|70.99.177.50]] to version by GrahamColm. False positive? [[User:ClueBot/FalsePositives|Report it]]. Thanks, [[User:ClueBot|ClueBot]]. (742501) (Bot),,,,,,,,,,,,,,,,
303794614,Ce-boHemFe,43347,726,224249593,16629,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=303794614&oldid=303746373,Updates bibliographic reference works on filoviruses,,,,,,,,,,,,,,,,,
304042160,Mark Foskey,43363,16,224355426,105833,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=304042160&oldid=303794614,"Rewrote not to assume the reader was already familiar with ""the outbreak in Reston"," Virginia"".",,,,,,,,,,,,,,,,
304058419,ChyranandChloe,43262,-101,224363387,7961,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=304058419&oldid=304042160,/* Prevention */ moved marburg ref to [[Marburg virus]], reworked prose," ""99%"" effective is not in report",,,,,,,,,,,,,,,
304059250,ChyranandChloe,43100,-162,224363816,429,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=304059250&oldid=304058419,moving paragraph from Transmission to Prevention; fixing reference to inline, hollistic cite; prose;,,,,,,,,,,,,,,,,
304059877,ChyranandChloe,43160,60,224364132,316,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=304059877&oldid=304059250,resectioned, Prognosis below Treatment, moved first paragraph merged into first paragraph of Symptoms; prose; Template:For in Public Attention;,,,,,,,,,,,,,,,
304060504,ChyranandChloe,43098,-62,224364441,309,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=304060504&oldid=304059877,copyedit;,,,,,,,,,,,,,,,,,
304419769,DocWatson42,43119,21,224543238,178797,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=304419769&oldid=304060504,"Added ""External links"" section.",,,,,,,,,,,,,,,,,
305015163,58.174.32.75,43148,29,224801503,258265,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=305015163&oldid=304419769,,,,,,,,,,,,,,,,,,
305017646,ChyranandChloe,43119,-29,224802835,1332,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=305017646&oldid=305015163,[[WP:RBK|Reverted]] edits by [[Special:Contributions/58.174.32.75|58.174.32.75]] ([[User talk:58.174.32.75|talk]]) to last version by DocWatson42,,,,,,,,,,,,,,,,,
305404378,Auntof6,43119,0,224974862,172027,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=305404378&oldid=305017646,clean up/reformat/fix syntax using [[Project:AutoWikiBrowser|AWB]],,,,,,,,,,,,,,,,,
305515875,24.28.24.250,43131,12,225030739,55877,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=305515875&oldid=305404378,/* Prevalence */,,,,,,,,,,,,,,,,,
305781388,58.105.94.161,43158,27,225160726,129987,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=305781388&oldid=305515875,/* Natural reservoirs */,,,,,,,,,,,,,,,,,
305781459,Raymondwinn,43131,-27,225160771,45,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=305781459&oldid=305781388,[[WP:UNDO|Undid]] revision 305781388 by [[Special:Contributions/58.105.94.161|58.105.94.161]] ([[User talk:58.105.94.161|talk]]),,,,,,,,,,,,,,,,,
305809820,Pietrow,43127,-4,225176658,15887,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=305809820&oldid=305781459,"/* Recent cases */ ""can be potentially"" is redundant",,,,,,,,,,,,,,,,,
306071183,ChyranandChloe,42597,-530,225287963,111305,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306071183&oldid=305809820,refs are the same, just redirs to the other, cleanup; tightened prose; copyedit; viralzone is an EL;,,,,,,,,,,,,,,,
306073667,ChyranandChloe,42334,-263,225288841,878,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306073667&oldid=306071183,copyediting lead;,,,,,,,,,,,,,,,,,
306082947,ChyranandChloe,42308,-26,225291953,3112,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306082947&oldid=306073667,prose, less copyed and paste from source-ish; moved Natural reservoirs to Epidemiology;,,,,,,,,,,,,,,,,
306086423,ChyranandChloe,42298,-10,225293188,1235,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306086423&oldid=306082947,code cleanup,,,,,,,,,,,,,,,,,
306108459,87.196.190.50,42302,4,225301783,8595,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306108459&oldid=306086423,,,,,,,,,,,,,,,,,,
306130797,69.136.190.189,42301,-1,225311223,9440,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306130797&oldid=306108459,/* Classification */ genera is already plural (pl. of genus), no need for the s,,,,,,,,,,,,,,,,
306132768,146.186.145.143,42431,130,225312079,856,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306132768&oldid=306130797,/* Etymology */,,,,,,,,,,,,,,,,,
306132793,ClueBot,42301,-130,225312089,10,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306132793&oldid=306132768,Reverting possible vandalism by [[Special:Contributions/146.186.145.143|146.186.145.143]] to version by 69.136.190.189. False positive? [[User:ClueBot/FalsePositives|Report it]]. Thanks, [[User:ClueBot|ClueBot]]. (749585) (Bot),,,,,,,,,,,,,,,,
306279930,ChyranandChloe,42689,388,225378678,66589,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306279930&oldid=306132793,prose; cleanup; added image to Prevalence;,,,,,,,,,,,,,,,,,
306283695,ChyranandChloe,43058,369,225380109,1431,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306283695&oldid=306279930,copy edit prose; added some; cleanup ref,,,,,,,,,,,,,,,,,
306288020,ChyranandChloe,42888,-170,225381734,1625,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306288020&oldid=306283695,cite pmid,,,,,,,,,,,,,,,,,
306349380,ChyranandChloe,42895,7,225410210,28476,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306349380&oldid=306288020,/* Prevalence */ grammer, clearer prose,,,,,,,,,,,,,,,,
306545294,ChyranandChloe,43048,153,225495248,85038,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306545294&oldid=306349380,/* Pathogenesis */ added image,,,,,,,,,,,,,,,,,
306548078,ChyranandChloe,43190,142,225496769,1521,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306548078&oldid=306545294,/* Pathogenesis */ added some prose; cleanup; links,,,,,,,,,,,,,,,,,
306549858,ChyranandChloe,43181,-9,225497724,955,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306549858&oldid=306548078,cleanup caption,,,,,,,,,,,,,,,,,
306612767,DrilBot,43191,10,225529418,31694,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306612767&oldid=306549858,[[WP:CHECKWIKI|Check Wikipedia]] cleanup ([[User:DrilBot/Summaries#Links|links]]) + [[WP:GENFIXES|gen. fixes]],,,,,,,,,,,,,,,,,
306695899,Salsaman22,43216,25,225559771,30353,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306695899&oldid=306612767,/* Transmission */,,,,,,,,,,,,,,,,,
306756327,SmackBot,43233,17,225589711,29940,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=306756327&oldid=306695899,Date maintenance tags and general  fixes,,,,,,,,,,,,,,,,,
307617149,69.250.44.135,43238,5,225979806,390095,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=307617149&oldid=306756327,/* Emergence */,,,,,,,,,,,,,,,,,
307662143,202.61.173.78,43197,-41,225996948,17142,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=307662143&oldid=307617149,/* Pathogenesis */,,,,,,,,,,,,,,,,,
307697818,Graham Beards,43238,41,226016837,19889,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=307697818&oldid=307662143,Reverted [[WP:AGF|good faith]] edits by [[Special:Contributions/202.61.173.78|202.61.173.78]]; Last edit broke ref tags. ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
308474833,Sluzzelin,43238,0,226387262,370425,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=308474833&oldid=307697818,dab Kasai Province,,,,,,,,,,,,,,,,,
308756466,Tommoxyz,43242,4,226501164,113902,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=308756466&oldid=308474833,Added link to Reston Virginia,,,,,,,,,,,,,,,,,
309251116,93.97.217.251,43256,14,226736044,234880,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=309251116&oldid=308756466,/* Classification */  Info on where Reston is,,,,,,,,,,,,,,,,,
310365400,Rsabbatini,43251,-5,227254274,518230,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=310365400&oldid=309251116,/* Diagnosis */  tests, not treatments,,,,,,,,,,,,,,,,
311875508,152.26.18.253,43249,-2,227961033,706759,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=311875508&oldid=310365400,,,,,,,,,,,,,,,,,,
311971058,122.108.56.80,43251,2,228006005,44972,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=311971058&oldid=311875508,,,,,,,,,,,,,,,,,,
313676939,Mtmulch,43396,145,228755114,749109,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=313676939&oldid=311971058,,,,,,,,,,,,,,,,,,
313678530,Iohannes Animosus,43251,-145,228755627,513,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=313678530&oldid=313676939,Reverted 1 edit by [[Special:Contributions/Mtmulch|Mtmulch]] identified as [[WP:VAND|vandalism]] to last revision by [[User:122.108.56.80|122.108.56.80]]. ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
314178705,81.152.245.166,42782,-469,228917386,161759,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=314178705&oldid=313678530,/* Etymology */,,,,,,,,,,,,,,,,,
314185326,Iohannes Animosus,43251,469,228919218,1832,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=314185326&oldid=314178705,Reverted 1 edit by [[Special:Contributions/81.152.245.166|81.152.245.166]] identified as [[WP:VAND|vandalism]] to last revision by [[User:Michal Nebyla|Michal Nebyla]]. ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
314936014,75.73.207.249,43275,24,229251329,332111,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=314936014&oldid=314185326,/* Diagnosis */,,,,,,,,,,,,,,,,,
314936237,Gaelen S.,43251,-24,229251403,74,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=314936237&oldid=314936014,Reverted edits by [[Special:Contributions/75.73.207.249|75.73.207.249]] to last revision by Michal Nebyla ([[WP:HG|HG]]),,,,,,,,,,,,,,,,,
315034931,ChyranandChloe,43477,226,229289813,38410,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=315034931&oldid=314936237,fixed pathenogenesis image; added two links to EL,,,,,,,,,,,,,,,,,
315450277,ChyranandChloe,43923,446,229470621,180808,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=315450277&oldid=315034931,"copyediting prose in Prevalence; compacting in History; new section comming ""Venteranary aspects""",,,,,,,,,,,,,,,,,
315450543,ChyranandChloe,43914,-9,229470741,120,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=315450543&oldid=315450277,/* Pathogenesis */ copyedit, froms not apears to form,,,,,,,,,,,,,,,,
316024344,76.123.105.244,43511,-403,229708667,237926,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=316024344&oldid=315450543,/* Etymology */,,,,,,,,,,,,,,,,,
316025007,Neptune5000,43914,403,229708908,241,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=316025007&oldid=316024344,Reverted 1 edit by [[Special:Contributions/76.123.105.244|76.123.105.244]] identified as [[WP:VAND|vandalism]] to last revision by [[User:ChyranandChloe|ChyranandChloe]]. ([[WP:TW|TW]]),,,,,,,,,,,,,,,,,
316208415,ChyranandChloe,43965,51,229790500,81592,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=316208415&oldid=316025007,/* Prevalence */ flushing references, the cdc has it all now; prose to list; copyedit,,,,,,,,,,,,,,,,
316462454,ChyranandChloe,44637,672,229916829,126329,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=316462454&oldid=316208415,"new section ""In other animals""; new sentence in ""Natural reserour""; prose in Transmission: rm unreliable source", summarize, rm redundancy; slight reorganize,,,,,,,,,,,,,,,
316561958,67.70.3.228,44639,2,229957653,40824,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=316561958&oldid=316462454,/* In other animals */,,,,,,,,,,,,,,,,,
316625722,ChyranandChloe,45754,1115,229985384,27731,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=316625722&oldid=316561958,added image reston phillippines; cleanup; prose; organize; quick para about Reston natural reservoir; added book links to Google books in Bibliography to ease verifiability,,,,,,,,,,,,,,,,,
317093023,12.230.122.178,44557,-1197,230193067,207683,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317093023&oldid=316625722,/* Transmission */,,,,,,,,,,,,,,,,,
317099377,GlassCobra,45754,1197,230195631,2564,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317099377&oldid=317093023,[[WP:RBK|Reverted]] edits by [[Special:Contributions/12.230.122.178|12.230.122.178]] ([[User talk:12.230.122.178|talk]]) to last version by ChyranandChloe,,,,,,,,,,,,,,,,,
317134868,Mild Bill Hiccup,45751,-3,230208180,12549,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317134868&oldid=317099377,/* Natural reservoirs */ copyedit,,,,,,,,,,,,,,,,,
317161893,24.7.66.68,45744,-7,230218014,9834,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317161893&oldid=317134868,/* In other animals */,,,,,,,,,,,,,,,,,
317343221,70.220.48.133,45769,25,230300423,82409,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317343221&oldid=317161893,/* Structure */,,,,,,,,,,,,,,,,,
317343295,JForget,45744,-25,230300449,26,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317343295&oldid=317343221,[[WP:RBK|Reverted]] edits by [[Special:Contributions/70.220.48.133|70.220.48.133]] ([[User talk:70.220.48.133|talk]]) to last version by 24.7.66.68,,,,,,,,,,,,,,,,,
317410287,214.1.196.249,45792,48,230326601,26152,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317410287&oldid=317343295,,,,,,,,,,,,,,,,,,
317412864,173.57.64.91,45744,-48,230327835,1234,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317412864&oldid=317410287,,,,,,,,,,,,,,,,,,
317588449,ChyranandChloe,45958,214,230416240,88405,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317588449&oldid=317412864,move case fatality Zaire to history; added ebola evoluation; add to Pathenogensis; replace image of case fatality with Phylogenetic tree of Ebola, img needs updating; copyedit lead,,,,,,,,,,,,,,,,
317588765,ChyranandChloe,45949,-9,230416460,220,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317588765&oldid=317588449,/* Classification */ Cote d'Ivoire not Ivory cost, see ICTV,,,,,,,,,,,,,,,,
317603406,ChyranandChloe,46031,82,230425233,8773,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317603406&oldid=317588765,/* Classification */ clarify,,,,,,,,,,,,,,,,,
317624391,Graham Beards,46099,68,230438386,13153,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317624391&oldid=317603406,more precise,,,,,,,,,,,,,,,,,
317624688,Graham Beards,46109,10,230438544,158,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317624688&oldid=317624391,ICTV recognise four species,,,,,,,,,,,,,,,,,
317963137,ChyranandChloe,46388,279,230581548,143004,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317963137&oldid=317624688,refs, prose, capation, ect,,,,,,,,,,,,,,
317971152,ChyranandChloe,46165,-223,230585150,3602,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=317971152&oldid=317963137,/* Bibliography */ correcting links and titles; alpha,,,,,,,,,,,,,,,,,
319314422,ChyranandChloe,46071,-94,231171912,586762,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=319314422&oldid=317971152,copyedit,,,,,,,,,,,,,,,,,
319731062,198.82.125.177,46072,1,231354036,182124,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=319731062&oldid=319314422,/* Emergence */,,,,,,,,,,,,,,,,,
320420046,65.182.48.199,46073,1,231667990,313954,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=320420046&oldid=319731062,/* In other animals */,,,,,,,,,,,,,,,,,
320420282,65.182.48.199,46076,3,231668082,92,https://en.wikipedia.org/w/index.php?title=Ebola_virus_disease&diff=320420282&oldid=320420046,/* In other animals */,,,,,,,,,,,,,,,,,
